review,sentiment,tokenized_review,lemmatized_review,review_vector,predicted_sentiment,reason
hard judge whether sides good grossed melted styrofoam not want eat fear getting sick,negative,"['hard', 'judge', 'whether', 'sides', 'good', 'grossed', 'melted', 'styrofoam', 'not', 'want', 'eat', 'fear', 'getting', 'sick']",hard judge whether side good grossed melted styrofoam not want eat fear getting sick,"[-3.0620822e-03  3.2566446e-03  1.5789667e-03 -1.3631240e-04
 -8.6842605e-04 -2.4030155e-03  2.2781934e-03  1.4169657e-03
 -1.7959738e-04 -7.2953047e-04  2.6802770e-03 -3.3770155e-03
 -1.4831868e-03  2.4607296e-03 -3.1597554e-04 -2.5626877e-04
  1.4133338e-03  4.8468713e-04 -2.2376157e-04 -2.2835634e-03
  2.2759340e-03 -1.4544591e-04 -2.3436067e-03  8.9522952e-04
 -1.1322193e-03 -1.3275737e-03 -2.0187716e-03  9.9145473e-05
 -3.7712730e-03 -9.8165253e-04  2.4063443e-03  8.6230069e-04
 -1.2613196e-03 -1.9604948e-03 -1.1706336e-03  2.8663091e-03
  8.3473796e-04 -2.9649374e-03 -2.8614772e-03 -1.5489657e-03
 -6.8514416e-04  7.2682544e-04 -2.1191738e-03 -1.9311220e-04
  2.3602783e-03 -1.3007168e-03 -2.9358314e-04  2.3501576e-03
 -3.4910455e-04  3.7751740e-03  1.4543512e-03  1.2641017e-03
 -1.1696046e-03 -3.1289009e-03 -1.3432819e-03 -2.8383941e-04
  2.3693799e-03 -1.0051059e-03 -2.4116100e-03  4.2126613e-04
  9.0632268e-04  1.6749352e-03  8.0721633e-04 -2.3712942e-04
 -2.5553307e-03  2.5137332e-03 -6.8842237e-05  3.1017631e-03
  2.6954283e-05  1.0529991e-03  2.3317583e-04  1.4933281e-03
  1.3925625e-03 -7.4453797e-04  2.5886230e-03  1.9116742e-04
 -1.5103451e-03 -2.9096082e-03 -4.6798354e-04 -4.9646837e-03
 -6.0743187e-05  5.2809162e-04  3.7199698e-04  1.5950975e-03
 -3.5605644e-04 -4.2215720e-04  1.6407243e-03  1.3338354e-03
  1.2614938e-03 -3.7810626e-04  2.1720554e-03 -1.5159829e-03
 -1.7477127e-03  2.0708707e-03  2.7913903e-03  1.7244592e-03
  3.5855623e-03 -1.1480639e-03 -1.6650012e-03 -8.2275370e-04]",positive,Failed to capture intensity of negative sentiment.
got sitting fairly fast ended waiting 40 minutes place order another 30 minutes food arrived,negative,"['got', 'sitting', 'fairly', 'fast', 'ended', 'waiting', '40', 'minutes', 'place', 'order', 'another', '30', 'minutes', 'food', 'arrived']",got sitting fairly fast ended waiting 40 minute place order another 30 minute food arrived,"[-1.2456501e-03  1.1576625e-03 -6.9068663e-04 -1.8785836e-03
  3.0910082e-03 -3.2643257e-03  4.9229042e-04  6.2292241e-03
 -2.1483933e-03 -5.5850949e-04  9.7521470e-04 -1.3039367e-03
 -1.6499209e-03 -1.4037426e-03 -4.8156996e-04 -7.1610912e-04
  2.2247233e-03 -7.2071538e-04  9.3401904e-05 -5.1945588e-03
  7.2080904e-04 -2.6536647e-03  2.3094013e-03 -3.7817603e-03
  2.8935059e-03  2.3434193e-04 -6.6905539e-04 -1.1700782e-03
  8.2810686e-05  9.9170464e-04  1.6228493e-03 -5.6794414e-04
  4.1490569e-04 -2.8228897e-03 -8.2820031e-04  2.9719935e-03
 -2.8154021e-03 -1.4148715e-03 -1.8080768e-04 -4.1696741e-03
  7.2267302e-04 -1.6636918e-03 -2.9695758e-03 -1.2621892e-03
  2.2398650e-03 -1.1358383e-03  2.4207277e-04 -1.3260667e-03
  1.1622241e-03  2.3335174e-03 -5.4184772e-04 -3.2512678e-03
 -1.1325370e-03  1.6859033e-03  5.1730545e-04 -1.1780263e-03
  2.4486205e-03  5.5740809e-04 -4.0006638e-03  2.3406611e-03
  1.1495731e-03  1.7938000e-03 -2.4524005e-03 -2.0814068e-03
 -2.6771161e-03  2.7237011e-03  3.7901576e-03  2.7802521e-03
 -1.7751346e-03  4.2554867e-03  4.3506434e-04 -2.6033280e-04
  5.2542109e-03  6.2891864e-04  1.4812719e-03  1.0151828e-03
 -1.1235923e-03 -1.1836060e-03 -2.2123812e-03 -1.7533097e-03
 -3.4666195e-04 -2.6518328e-03 -3.0991915e-03  1.1434847e-03
  4.9844463e-03  1.5055253e-03 -6.4972672e-04  1.6167569e-03
  1.7886262e-03 -8.8838053e-05  2.6024317e-03  9.3532610e-04
  1.0336332e-03 -3.8307244e-03  1.4494823e-03  2.0277628e-03
  2.1751621e-03 -1.7100608e-03  2.8839274e-03 -1.2600047e-03]",positive,Failed to capture intensity of negative sentiment.
salad bland vinegrette baby greens hearts palm,negative,"['salad', 'bland', 'vinegrette', 'baby', 'greens', 'hearts', 'palm']",salad bland vinegrette baby green heart palm,"[ 1.7882378e-03  2.6293506e-03  2.7523600e-03 -2.9223752e-03
  9.6814428e-04 -1.9531091e-03 -3.2336430e-03  1.9160168e-03
 -1.7697372e-03 -4.6839281e-03 -1.3612163e-03  3.2117087e-03
 -2.4963212e-03  9.2366105e-04  3.1395529e-03 -2.7948518e-03
 -2.5398624e-03  5.7729037e-04 -2.3333859e-03  2.6173566e-03
  3.8283558e-03 -3.5293673e-03 -2.7090844e-05 -2.9657994e-04
  1.2049733e-03 -3.1379145e-03 -2.1619981e-03  1.4499094e-03
  1.8287903e-04  1.1875106e-03 -4.7133449e-03  1.0886572e-03
  2.9025313e-03 -1.0164445e-03  1.0567626e-03  3.3858547e-03
  7.2138902e-04 -3.9971103e-05 -1.7218748e-03 -4.0428871e-03
 -6.9997966e-04  1.9211775e-03  1.0789951e-03  5.1672054e-03
  3.9764540e-03 -3.0146481e-03 -3.5843713e-04 -1.4998937e-04
  1.1454328e-03 -3.6549146e-04 -1.0039919e-03  8.4473047e-04
 -1.6133899e-03  2.1484920e-03 -1.2107210e-03 -1.9734693e-03
  1.9844226e-03 -5.2864029e-04 -7.7831652e-04 -1.3068353e-03
 -5.2111843e-03  4.3056644e-03 -4.5841127e-03  2.0933158e-03
 -7.7821468e-03  3.5045911e-03 -4.2874651e-04  9.2216238e-04
  1.0638224e-03 -7.4092392e-04 -3.9115297e-03 -1.9972210e-03
 -9.7985868e-04 -1.1743185e-03  2.1214278e-03 -4.4479952e-03
 -4.9256498e-04 -3.4864165e-03 -1.2184394e-03  3.8510343e-04
  5.4455956e-04  1.3676640e-03  8.8804692e-04  1.7531768e-03
  5.8685720e-04 -1.1014932e-04 -8.0179796e-04 -3.8197977e-04
 -7.8414654e-04  5.3680124e-04 -8.4116786e-05  8.9300337e-04
 -8.4450335e-04  1.2210527e-03  3.5361538e-03  2.4511723e-03
  1.9237197e-03 -4.5351725e-04  8.0679747e-04 -1.5892817e-03]",positive,Failed to capture intensity of negative sentiment.
descriptions said yum yum sauce another said eel sauce yet another said spicy mayowell none rolls sauces,negative,"['descriptions', 'said', 'yum', 'yum', 'sauce', 'another', 'said', 'eel', 'sauce', 'yet', 'another', 'said', 'spicy', 'mayowell', 'none', 'rolls', 'sauces']",description said yum yum sauce another said eel sauce yet another said spicy mayowell none roll sauce,"[-1.90011191e-03 -1.54557440e-03  2.28866260e-03 -1.29761151e-03
  3.44509492e-04 -1.06363522e-03 -1.13812264e-03  1.75795530e-03
 -1.32949150e-03  5.80542022e-04 -1.11695123e-03 -2.48364685e-03
  3.50972870e-03  5.86836250e-04  8.62717046e-04  7.22418481e-05
  3.12975887e-03 -2.24312861e-03 -3.21340351e-03 -3.31310858e-03
  4.72135562e-03 -2.99235643e-03 -5.85980073e-04  7.05311075e-04
 -1.54997641e-03 -1.00620091e-03  7.48091144e-04  4.36715083e-04
  1.29639509e-03  4.08324227e-03  4.95539466e-03 -2.38068146e-03
 -1.67935493e-03 -2.80309073e-03  7.94612279e-04  2.75084167e-03
 -2.21984065e-03 -2.10964144e-03 -2.69812089e-03 -1.55804693e-04
 -3.28866206e-03  3.16351361e-05  5.14878600e-04 -6.79437362e-04
  1.19255052e-03  1.19135824e-04 -3.34248203e-03 -1.16141641e-03
  5.01967850e-04  1.31880119e-03 -1.70864805e-03  2.10393438e-04
 -3.40838684e-03  4.26032022e-03 -3.02869803e-03 -2.65240623e-03
 -6.82002865e-05  1.55253359e-03 -1.75061775e-03  2.26001441e-03
 -1.77899853e-03  3.38329293e-04  5.39758184e-04  1.12988055e-04
 -3.83108552e-03 -1.05918362e-03  3.41022061e-03  1.11258286e-03
 -1.26453338e-03  3.03616188e-03 -5.48120472e-04  1.53927263e-04
 -4.09367436e-04 -2.06243130e-03  9.66257008e-04  7.54342356e-04
 -3.44365340e-04  1.29479484e-03 -2.99850549e-03 -1.61752652e-03
 -2.10426725e-03 -6.25502784e-04  1.39503134e-03  6.78140859e-05
 -1.64904236e-03  3.45786219e-03 -2.66260351e-03  2.46345391e-03
  2.81943998e-04 -4.35842015e-03  1.04178919e-03  2.50281999e-04
  2.65479367e-03 -1.19548920e-03  4.24806494e-04  6.99359007e-05
  7.93663785e-05 -2.61510117e-03 -5.71449753e-04  1.58560113e-03]",positive,Failed to capture intensity of negative sentiment.
staff not friendly wait times served horrible no one even says hi first 10 minutes,negative,"['staff', 'not', 'friendly', 'wait', 'times', 'served', 'horrible', 'no', 'one', 'even', 'says', 'hi', 'first', '10', 'minutes']",staff not friendly wait time served horrible no one even say hi first 10 minute,"[ 2.0897107e-03 -1.7796996e-03 -1.8496908e-03  1.1654245e-05
  1.9644615e-03 -6.4673391e-03  5.0029007e-04  5.9816153e-03
 -3.9451703e-04 -2.7219881e-03  4.9410450e-05 -5.6256200e-03
 -9.5133357e-05  2.3745310e-03  7.4631459e-04 -2.2977963e-03
 -1.3555539e-03 -1.9164637e-03  2.6115100e-03 -5.2503180e-03
  3.3424341e-03 -6.2696444e-04  2.6940296e-03 -3.0509573e-03
 -4.9717678e-04 -2.4884893e-03 -1.9741519e-03 -2.2285145e-03
 -1.9663121e-03 -1.3004075e-03  2.1192734e-03 -3.2214124e-03
  1.8823029e-03 -3.1225916e-03  1.0903070e-04  3.7941200e-04
 -1.3437782e-03 -1.4480978e-03 -3.5872203e-04 -3.9058216e-03
  3.9148938e-05 -4.5740139e-03 -1.4204531e-03  7.1770436e-04
  1.4094129e-03 -1.6065338e-03 -3.2910469e-03 -4.7568858e-04
  2.1106687e-03  2.7558031e-03 -1.0936435e-03 -1.3452939e-03
  7.9479377e-04  2.2931343e-03  2.8349261e-03  9.0385269e-04
  3.2945515e-03 -2.0416635e-03 -6.3272926e-04  2.7834878e-03
 -5.8765709e-05  3.2909357e-04  1.0406493e-03 -3.1161105e-04
 -3.5262473e-03  3.0620929e-03  1.1250250e-03  3.3545338e-03
 -3.1702064e-03  1.8886193e-03  1.4192032e-03 -2.6592605e-03
  4.6707462e-03 -1.4874632e-03  3.9715366e-03  1.1750311e-04
 -3.6708277e-04  4.3653915e-04 -3.5110791e-03  8.9217385e-04
 -2.1095655e-03  7.6495635e-04 -2.6360811e-03  5.5381106e-03
  2.2034950e-04  1.4611420e-03  1.0244948e-03  2.5267312e-03
  2.2116150e-03 -6.0518490e-05  3.3584693e-03  6.9288333e-04
  1.6706086e-03  2.5734666e-03  3.7709882e-03  4.6380004e-03
 -3.0118031e-03 -3.7778430e-03 -3.1052623e-04  4.6489734e-04]",positive,Failed to capture intensity of negative sentiment.
food came disappointment ensued,negative,"['food', 'came', 'disappointment', 'ensued']",food came disappointment ensued,"[-3.7073842e-03  1.0198819e-03  2.9073865e-04  2.2287858e-03
  5.4163323e-03  3.2228447e-04  4.8307213e-04  4.7672926e-03
 -6.3713924e-03  3.1810100e-03 -2.8090896e-03 -2.7783267e-04
 -1.1183175e-03  2.7391752e-03  1.2384675e-03 -1.1084343e-03
  5.5741114e-03  1.4466618e-03  8.9811190e-04 -8.2935262e-03
  8.1199622e-03 -2.9422850e-03  4.8453207e-03 -4.4289348e-03
  3.6226118e-03 -2.3763373e-03 -3.0834621e-03  2.8548616e-03
 -1.5290113e-03  2.4268841e-03  6.0120686e-03  4.3876600e-03
  1.6244389e-03  5.9673673e-04 -1.5293391e-03  5.8114063e-03
 -2.2894014e-03 -2.0695301e-03  3.9468515e-03 -3.4437547e-03
  4.7494001e-03 -7.8032818e-03 -4.0939855e-03 -1.1068291e-03
  4.0290868e-03  2.9419558e-03  2.2936906e-03 -4.3473123e-03
  4.2042723e-03 -2.4989415e-03  6.9771116e-03  6.9012144e-04
 -1.2955184e-03  3.9458750e-03 -5.4087769e-03  4.6695536e-03
  4.6879072e-03 -9.4391010e-04 -4.4627362e-03 -3.2965760e-03
 -3.4601605e-03  1.0587320e-03 -1.3754102e-03 -4.7844620e-03
 -4.4610496e-03  6.0177697e-03  7.5291446e-03 -1.1333664e-03
  3.5443555e-03  5.5929096e-03 -1.9765343e-04 -1.2774959e-03
  2.4574557e-03 -1.8402352e-03  7.8803464e-04 -3.6662617e-03
  1.7404529e-03 -3.5699969e-03 -1.2351859e-03  2.9060147e-03
  4.9848831e-04 -4.7068368e-04 -2.3009116e-03  7.6767144e-05
  2.2013609e-03 -3.3835378e-03 -1.3619734e-03  2.6195415e-03
  4.9066136e-04 -2.9861764e-03  4.1285823e-03  2.0021806e-03
  2.6007704e-03 -3.7835045e-03 -4.6814536e-04  9.1916003e-04
  2.8373720e-03 -5.6176260e-04 -3.7459270e-03  5.3151147e-03]",positive,Short negative review misclassified.
worst service boot least worries,negative,"['worst', 'service', 'boot', 'least', 'worries']",worst service boot least worry,"[-7.3992787e-03 -9.4237895e-04 -4.1900761e-03  5.7183206e-07
 -1.0037958e-03  7.1055617e-04 -7.5478863e-04  5.9958892e-03
 -7.8435475e-04 -1.2350226e-03 -5.3226817e-03  1.2929174e-03
 -5.0532841e-03 -9.7584169e-05 -2.9421432e-03 -2.9815014e-03
  1.6687914e-04 -7.6815079e-04  1.1379393e-03  4.9766927e-04
  3.5234324e-03  5.6935009e-05  1.8643651e-03  1.7186586e-03
 -4.8153559e-04 -3.5326094e-03  1.6021706e-03  1.9045167e-03
 -3.7346530e-04  1.9899481e-03 -1.7731842e-04 -1.0854405e-03
  3.0050264e-03 -5.8302181e-03  5.2039546e-04 -5.7160965e-04
 -4.8420316e-04 -1.2467343e-03 -3.2661695e-03  1.4480688e-03
  2.1994282e-03  1.2137837e-03 -1.2560341e-03 -2.9565450e-03
  4.2417394e-03 -3.3719727e-04  3.4479857e-03  2.7363561e-05
  1.6650468e-03 -1.1182211e-03  2.2354554e-03 -2.2481780e-03
 -4.1116071e-03 -1.5116932e-03  1.2089664e-03  1.2723105e-03
 -4.5394283e-03 -8.5766258e-04  2.0015961e-04 -3.1482903e-04
 -1.6397631e-03 -2.8553364e-04 -2.6142751e-03 -2.3067850e-04
  1.4075699e-03 -1.1383385e-03  2.9755805e-03  2.6507534e-03
 -2.8233423e-03  5.5141905e-03 -3.0391934e-04  1.5390582e-03
  5.0581926e-03 -3.3318463e-03  4.7021424e-03 -3.6504382e-04
 -2.7032990e-03 -3.2275799e-03 -1.5374334e-03 -3.9274143e-03
 -4.3971688e-03 -2.3950860e-03  1.8261552e-03  2.5551044e-03
 -4.9538249e-03 -3.7401491e-03  1.0102533e-03  3.1643144e-03
  3.2786559e-04  7.1469898e-04  4.7669369e-03 -5.9603876e-03
  7.9020856e-06  4.0946519e-03  7.1424274e-03 -1.9152230e-03
  3.4887926e-03 -4.9940200e-04 -2.6751070e-03  4.1663959e-03]",positive,Negative sentiment possibly diluted by surrounding words.
food average,negative,"['food', 'average']",food average,"[-1.0296768e-03  7.2788466e-03  6.5419124e-03  1.1335921e-03
  1.1213771e-03 -9.4111739e-03 -1.4878821e-03  3.8229530e-03
 -3.2145448e-03 -9.2898146e-04  1.2787458e-04 -1.0525153e-02
 -3.6969066e-03  5.7867151e-03  6.1913282e-03 -2.2446259e-03
  4.6373624e-03 -2.3086416e-04 -3.0788844e-03 -5.6887022e-03
  2.4003831e-03 -3.1229751e-03  2.0073298e-03 -2.2397558e-03
 -1.1731754e-04 -3.7926366e-04 -1.4269003e-03  4.3840767e-03
 -5.7205521e-03  7.8130877e-03  3.5728742e-03 -5.3044194e-03
 -7.4274139e-04 -1.9540014e-03  1.2314417e-03  7.1863923e-03
  3.9692726e-03 -1.0326544e-03  1.7086216e-03 -2.6593348e-03
  6.9634579e-03 -4.9920287e-05 -4.2575672e-03  4.3356665e-03
 -6.4392033e-04  4.6611354e-03  1.4401681e-04 -2.4704833e-04
  5.1076468e-03  4.6703168e-03  9.4676460e-04 -7.9969559e-03
 -1.1401540e-03 -1.6525395e-03 -1.2416397e-03  8.7889191e-03
  9.8222438e-03  1.1139694e-03 -3.1292327e-03  2.4992467e-03
 -2.1284097e-04  7.0489720e-03 -5.6911204e-03 -7.3255799e-03
 -3.7512856e-03  2.0608907e-03  5.8746398e-03 -1.6140291e-03
  3.5703087e-03  3.9505842e-03 -7.9014543e-03 -6.4055617e-03
  7.4648638e-03 -8.2241092e-04 -2.4195896e-03  1.0545587e-03
 -3.1947361e-03  1.4796283e-04  5.3786724e-03 -4.0717875e-03
 -8.8543314e-03  3.3306733e-03  2.4584376e-03 -3.2576374e-03
 -3.3266204e-03  6.7261292e-04 -2.6235875e-04 -6.7479694e-03
  6.9987560e-03 -2.0693229e-03  1.1978052e-03  9.5960317e-04
  2.3928760e-03 -3.3199163e-03 -1.5518374e-03  6.2986105e-03
 -3.4994632e-04 -6.9897054e-03 -4.2583868e-03  1.9084506e-03]",positive,Short negative review misclassified.
must night place,negative,"['must', 'night', 'place']",must night place,"[-6.6976045e-04  2.8803467e-03 -1.1032276e-04  5.0972709e-03
  3.7279464e-03  3.8236373e-03 -5.0286786e-04  5.6040608e-03
 -5.3133168e-03  1.1059382e-03 -4.6121902e-03 -1.4105766e-03
  1.8805349e-03 -2.1653013e-04  4.2565963e-03 -5.1056053e-03
 -7.4957748e-04  3.1408882e-03  2.6424760e-03 -3.5727012e-03
 -6.8293568e-03  4.1570142e-04 -2.3306683e-03 -4.2163371e-03
  2.3503890e-03 -7.9246061e-03 -3.6249682e-03 -3.4509087e-04
 -1.9234702e-03  3.8338285e-03  4.4990689e-04 -5.1045925e-03
  1.8787696e-03 -1.1567967e-03 -5.4564755e-03  2.7808517e-03
 -6.6453278e-05 -7.3107885e-04  2.8119404e-03 -5.8444124e-03
  1.9354495e-03 -5.6365115e-04 -2.8965538e-03  1.6994568e-03
  4.7153919e-03  1.2462083e-03 -1.5961310e-03  5.8365596e-05
  3.9128633e-04  1.9872268e-03  1.2225899e-03  3.7373735e-03
 -1.9137557e-03 -1.2111501e-03 -5.5309664e-04 -4.1907416e-03
  2.9721987e-03 -6.5131922e-04  9.1656606e-04 -3.7370243e-03
 -2.5947907e-03  4.6401555e-04  1.2069227e-04 -4.8568551e-03
 -1.2059858e-03  2.4337193e-03  5.9762485e-03  4.1581560e-03
 -7.2296150e-03  2.6872912e-03  3.1083410e-03  5.8528706e-03
  5.8772019e-03 -9.1043919e-05  6.5090903e-03 -1.1636000e-03
  8.3293514e-03 -1.7246321e-03 -5.6804162e-03 -5.1182597e-03
 -3.3040296e-03 -2.8562332e-03 -5.5309725e-03 -3.5927910e-03
 -3.8746302e-04 -5.4384246e-03 -2.8673324e-03 -5.2358210e-04
  5.4030456e-03  7.9744169e-04  1.3188344e-03  2.5428503e-03
 -1.5287651e-03  2.7953417e-03  9.5075788e-03  5.7413746e-03
  1.3422306e-03 -3.6635622e-03  1.0508321e-03 -8.0029638e-03]",positive,Short negative review misclassified.
never insulted felt disrespected,negative,"['never', 'insulted', 'felt', 'disrespected']",never insulted felt disrespected,"[-7.7271211e-04  1.6513707e-03 -5.9760187e-04  1.4451006e-04
  2.9285047e-03 -6.6789257e-04 -4.1700946e-03  1.5412966e-03
 -2.3037167e-03  3.3001355e-03 -2.0035799e-03 -2.5526404e-03
  4.3913424e-03  1.3770646e-03 -1.8286740e-04 -3.8231895e-03
 -2.7672453e-03  2.8777155e-03 -5.7408898e-03  7.8862952e-04
  8.6295675e-04  2.2742539e-03 -3.3501437e-04  3.7298440e-03
 -2.8953743e-03 -4.5700371e-03  5.5283774e-04  3.0224221e-03
 -3.0869106e-04 -8.7671471e-04  1.8889299e-03 -3.3055823e-03
 -1.6409786e-03 -1.3694086e-04  1.1976847e-03  5.0393115e-03
 -2.0064074e-03 -8.2183182e-03  2.2004433e-03  1.9415836e-03
  1.9565157e-03 -1.6567351e-03 -2.5831831e-03  3.5222984e-05
 -8.7643770e-04  7.8434777e-04 -4.0716967e-03 -3.5906644e-03
 -4.3252995e-04 -6.2685255e-03  2.4918562e-03 -4.1627204e-03
  2.4938001e-04  1.6594796e-03 -3.0123515e-03 -2.8018495e-03
  5.0167437e-03 -1.6329591e-03  4.7038957e-03  8.0082342e-03
  3.6061954e-04 -1.5053806e-03 -3.9048702e-04 -4.0570431e-04
  1.2117425e-03  2.1946005e-04 -5.0344644e-03  2.4473760e-03
 -4.4863590e-04 -1.5418924e-03 -3.5933557e-03  2.0098645e-04
  2.5736019e-03 -3.3995290e-03  8.2846601e-03  4.9344469e-03
 -1.4286947e-03 -8.7474810e-04  2.4164311e-04 -9.6854242e-04
 -8.3665783e-04  1.5243217e-03 -2.0925987e-03  1.1455135e-03
 -5.1160413e-03  1.6470378e-03  1.6251329e-04 -2.8128613e-04
  2.5130233e-03  1.7971444e-03  9.7108411e-04 -9.6696569e-04
  1.3890828e-03 -3.0545907e-03 -3.5233623e-03  2.1309094e-03
  4.3355499e-04  2.1531631e-04  6.2283073e-03  3.2195582e-03]",positive,Short negative review misclassified.
came back today since relocated still not impressed,negative,"['came', 'back', 'today', 'since', 'relocated', 'still', 'not', 'impressed']",came back today since relocated still not impressed,"[ 4.9315236e-04  3.0051684e-05 -8.0669875e-04  1.7736518e-03
  5.4681947e-04 -2.3915730e-03  4.3266560e-03  4.7744643e-03
 -4.3322467e-03 -2.1106396e-03  1.5431271e-03 -3.9051990e-03
 -1.7762360e-03  2.7885251e-03 -2.2464548e-03  2.6136329e-03
 -6.0154253e-04  5.6298974e-05  1.0815257e-03 -5.5342959e-03
 -5.7664333e-04  2.3613242e-03  5.6302873e-03 -2.2893124e-03
 -2.7140924e-03 -1.5895546e-04 -1.0352283e-03 -2.6255150e-03
 -2.4382412e-03  3.3760729e-04  2.2451647e-03 -2.4074884e-03
  1.7764441e-03 -1.0680687e-03 -5.3711876e-05  5.9241415e-03
 -1.9072406e-03 -5.3294119e-04 -2.3113815e-03 -4.8921537e-03
  2.7907253e-03 -8.2838041e-04 -1.1019735e-04 -8.2542270e-04
  3.0760793e-03  2.6843795e-03 -1.6331638e-03 -3.5952387e-04
  7.2187651e-03 -7.7826658e-04 -1.4256962e-03 -2.1225484e-03
 -2.7342117e-03  2.0135795e-03 -4.0168064e-03  1.7122295e-03
 -2.4051662e-03 -2.6644822e-03 -4.6951473e-03  8.9742523e-04
  2.4754668e-03 -1.5863996e-03 -4.3294433e-04 -2.8333234e-04
 -3.2515936e-03  3.1523886e-03  4.2585970e-04 -2.0733254e-03
 -2.3355961e-03  1.2099493e-03 -2.7779050e-03  2.4237465e-03
  2.5722706e-03 -4.2328553e-04  3.6466247e-03  5.7703815e-04
 -1.7203507e-05 -2.3734560e-03 -3.2104468e-03 -1.1413554e-03
  3.1066459e-04  7.9589547e-04 -2.1376400e-03  6.2770490e-03
 -3.9296900e-03 -2.3123764e-03  6.5338949e-04  1.5250398e-03
  9.8931068e-04  2.9937900e-03  3.6267047e-03  1.7644407e-03
  3.3819309e-04  8.5892359e-04  4.2487117e-03 -2.0199250e-03
 -1.1235223e-03 -4.3633888e-03  4.6119667e-03  1.7581454e-03]",positive,Failed to capture intensity of negative sentiment.
servers not pleasant deal not always honor pizza hut coupons,negative,"['servers', 'not', 'pleasant', 'deal', 'not', 'always', 'honor', 'pizza', 'hut', 'coupons']",server not pleasant deal not always honor pizza hut coupon,"[-7.5386383e-04  1.4742381e-03 -3.3506443e-04  4.2439983e-03
 -1.7370725e-03 -3.8390085e-03  1.8739660e-03  6.3388399e-03
 -2.4518780e-03  3.5243719e-03  2.7634965e-03 -2.2996736e-03
  2.0994500e-03 -6.4217206e-04 -1.2063201e-03 -5.4393201e-03
  4.8459130e-03 -1.9598238e-03 -4.0102182e-03 -3.2259102e-03
  2.8188415e-03  5.0947880e-03  3.3430699e-03 -6.7290757e-04
  7.4586913e-04 -3.2331739e-03 -6.4440770e-05  2.6954047e-03
 -2.1301615e-03 -5.0650060e-04  4.5758634e-04  7.9250784e-04
  3.9586690e-03 -3.1743187e-03  5.6741800e-04  1.5963030e-03
 -1.6052884e-03 -1.2190582e-03  1.2499340e-03 -3.0642769e-03
 -3.3893443e-03 -8.7136636e-04 -4.8979867e-04 -1.5876228e-04
  6.3212751e-04 -7.9368918e-05 -5.2816793e-03  1.8972110e-03
 -2.9199547e-04  2.2622007e-03  5.9455569e-04 -2.8455355e-03
 -7.0940593e-04 -4.7023135e-04  3.2053790e-03 -1.8090127e-03
  3.9240462e-03 -7.3791576e-05 -3.2293587e-03  4.0461305e-03
  2.9803469e-04 -2.7516834e-03 -2.4820541e-03 -4.0091695e-03
 -4.8790043e-03  5.0631631e-04  6.2031590e-04  4.3850970e-03
 -3.5760771e-03  1.6728491e-03 -2.5229552e-03  8.1979111e-04
  2.7319095e-03 -3.4029030e-03 -7.4029434e-05  1.6073945e-03
 -7.7172052e-05 -5.0638379e-03 -2.0131175e-03 -9.2588365e-04
 -1.3813343e-03  3.3894758e-04 -2.3426029e-03  2.5664142e-03
 -4.2672991e-03 -3.1323481e-04  9.6763129e-04 -7.6397561e-04
 -1.4544306e-03  2.0581759e-03  3.4704886e-03 -1.6267307e-03
  1.6858295e-03  2.2092345e-03  7.4912771e-03  1.2767753e-03
 -6.1678656e-05  2.7511268e-07  2.1085460e-03 -4.2740829e-04]",positive,Failed to capture intensity of negative sentiment.
